title,company,salary,category,publicated,description
Middle/Senior BackEnd developer Python/Django,Meest China,,"Категорія: Python,3 роки досвіду","Вакансія опублікована 18 лютого 2023,92 перегляди,4 відгуки","У міжнародну поштово-логістичну компанію «Meest China», яка спеціалізується на доставці e-commerce посилок з Китаю в Україну та організації повного спектру складських fulfillment послуг, потрібний Middle/Senior BackEnd developer Python/Django.,Обов’язки:,- розробка нових проектів;,- розробка та підтримка високонавантажених BackEnd додатків;,- розробка API для додатків компанії;,- інтеграція зі сторонніми API.,Із вимог нам важливо:,- досвід від 3 років у створенні рішень BackEnd;,- знання Python/Django;,- досвід роботи з Postgre SQL, MySQL, Mongo DB;,- досвід роботи з Redis;,- досвід роботи з Celery;,- досвід роботи з Restfull API;,- вміння працювати Git, Jenkins, Unix та Nginx;,- стандарти та практики oAuth, JWT;,- навички побудови грамотної архітектури додатку та баз даних;,- аналітичний склад розуму та орієнтованість на досягнення результату, відповідальність, старанність, готовність до навчання;,-досвід роботи в команді.,Буде плюсом:,- досвід роботи з wagtail CMS;,-досвід роботи з AWS;,- досвід роботи зі сторонніми API — платіжні системи, різні API Google, Amazon тощо;,- навички оптимізації запитів до бази даних та оптимізація швидкості роботи проекту.,Умови роботи:,- стабільна конкурентна заробітна плата, обговорюємо на співбесіді;,- графік роботи: з пн по пт, час може варіюватися: з 8:00 до 17:00, з 9:00 до 18:00 або з 10:00 до 19:00, пт — на годину скорочений робочий день;,- оплачувана відпустка, лікарняні;,- можливість обирати зручний формат роботи: віддалено, в офісі (у м. Київ, поблузу метро Деміївська), гібридно (певні дні в офісі, певні віддалено);,- через 3 місяці роботи можливість обрати одну з пільг: медичне страхування, оплата тренажерного залу, компенсація навчання чи покриття витрат на робочий процес;,- компенсація курсів англійської мови (від часткової до повної - залежно від успішності на заняттях);,- безкоштовні уроки китайської мови.,Чекаємо на Ваші резюме."
Senior Python developer + PySpark,Tech-5,,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована 16 лютого 2023,29 переглядів,1 відгук","We are looking for a Senior Python developer with Data Analytics background and strong PySpark knowledge.,Candidate should have at least one year of experience with PySpark, and confident understanding of AWS Glue, FastAPI, Pydantic, Pandas, PyArrow.,Spoken English, communicate directly with a client."
Senior Software Engineer (Backend),Studio Management LLC,,"Категорія: Python,Англійська: Advanced/Fluent,5 років досвіду","Вакансія опублікована 17 лютого 2023,64 перегляди,23 відгуки","The ideal candidate is a self-motivated, multi-tasker, and demonstrated team-player. You will be a lead developer responsible for the development of new software products and enhancements to existing products. You should excel in working with large-scale applications and frameworks and have outstanding communication and leadership skills.,About the company:,Studio Management is a VC/Incubator -- building a productivity and collaboration platform for knowledge workers.,The company’s founders are serial entrepreneurs who raised over $70M for their previous software startup which recently exited with a 3X+ return for early employees and investors. Another company they co-founded has raised over $50M and has scaled to 500+ employees.,Responsibilities:,- Writing clean, high-quality, high-performance, maintainable code,- Develop and support software including applications, database integration, interfaces, and new functionality enhancements,- Coordinate cross-functionally to ensure the project meets business objectives and compliance standards,- Support test and deployment of new products and features,- Participate in code reviews,Qualifications:,- Bachelor's degree in Computer Science (or related field),- 5+ years of relevant experience in building large and complex backend systems which are reliable.,- Expert in either Python or Go; but willing to code in Python,- Expertise in Object Oriented Design, Database Design,- Ability to multi-task, organize, and prioritize work,- Experience in building highly collaborative applications is a huge plus.,Job Details:,- Opportunity to get hands-on at a very early stage of the product development,- Competitive salary,- Building in the space of workplace productivity and collaboration domain.,- 100% remote team,Websites,https://www.studiomgmt.co/,https://execfn.com/"
Lead Python Developer,GlobalLogic,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,4 перегляди,0 відгуків","We are looking for a Lead Python Developer who will be working on a data platform in the GCP Cloud Composer team. The work domain is Apache Airflow – the most popular workflow engine. We cooperate with the customers’ team in Kraków is highly specialized in Google Cloud Platform and workflow management systems.,Don’t stand and watch the IT world moving forward – join us and create software that drives your world!,5+ years of experience designing, developing and implementing software,Highly proficient with the Python programming language,Adept at unit, integration, performance, scale, stress and security testing,Domain expertise in multiple of the following systems is strongly preferred: Tableau, Power BI, Data Bricks, Teradata, dbt, Snowflake, Oracle, Kafka, Azure, SQL/Synapse/Data Lake Storage, SQL Server Analysis Service,Experience with the development of Cloud-based solutions is strongly preferred (ideally GCP), including experience with Cloud networking solutions,Demonstrated analytical, written and verbal communications skills with a proven ability to work in a team environment,Very good knowledge of English both spoken and written,Design and implement connectors for metadata harvesting from databases, data processing systems, and business intelligence tools,Design, implement, and document Unit, Integration, and End-to-End Tests for these connectors,Design and implement test infrastructure to support tests at scale,Document and execute test plans to validate solutions, including testing of functional and non-functional requirements,Provide technical documentation,File bugs and help root-causing and bug-fix validation,Exciting Projects: With clients across all industries and sectors, we offer an opportunity to work on market-defining products using the latest technologies.,Collaborative Environment: You can expand your skills by collaborating with a diverse team of highly talented people in an open, laidback environment — or even abroad in one of our global centers or client facilities!,Work-Life Balance: GlobalLogic prioritizes work-life balance, which is why we offer flexible work schedules.,Professional Development: We develop paths suited to your individual talents through international knowledge exchanges and professional certification opportunities.,Excellent Benefits: We provide our employees with private medical care, sports facilities cards, group life insurance, travel insurance, relocation package, food subsidies and cultural activities.,Fun Perks: We want you to feel comfortable in your work, which is why we create good working environment with relax zones, host social and teambuilding activities and stock our kitchen with delicious teas and coffees!"
Python/Data Engineer Developer,YozmaTech,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,12 переглядів,2 відгуки","DeviceTotal is an up-and-coming post-seed cybersecurity startup, backed by market-leading investors. Our technology predicts, identifies, and prioritizes vulnerabilities found on IoT devices and provides recommendations for managing and mitigating the threat of connected devices.,🔸5+ years of experience in Python.,🔸Experience in Object-Oriented Design and programming concepts.,🔸Experience with cloud services (advantage: Azure).,🔸SSH / Bash / Linux / Remote debuggers,🔸Professional Working Proficiency of English.,🔸Ability to quickly learn new technologies and adapt to a fast-paced development environment.,🔸Team player, fast learner, independent, and committed.,🔸Analytical capability to learn fast and grasp complicated concepts.,🔸Experience and knowledge with data pipelines (ETL).,🔸Strong experience with Non-SQL databases.,🔹Participate in planning and break down business requirements into an actionable sprint plan.,🔹Participate in system design and help make architectural and technological choices to support quality, performance, and scale goals.,🔹Mentor other team members, Peer review pull requests and set quality standards, help the team meet its commitments.,🔹Code new features and fix existing features for DeviceTotal's product;,🔹Participate in the entire application lifecycle: from inception to production. Write clear and testable code and meet delivery commitments,🔹Build complex data pipelines to move and manipulate data from a wide variety of data sources and clouds.,🔸Stable employment in a company that has been developing the IT industry for over 15 years and has grown by 102% over the past year;,🔸Competitive, performance-based salary with regular reviews;,🔸Free English classes with a native speaker and external courses compensation;,🔸PE support by professional accountants;,🔸Regular team-building events, conferences, meetups and fun activities;,🔸Many other benefits you’ll find out at the interview!"
Senior Back-end developer,Uptarget,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,19 переглядів,1 відгук","Uptarget.co is looking for an agile & talented senior developer for expanding TLV engineering team. This position will work alongside world-class security and product teams, all of whom are inspired by the use of breakthrough technologies to help safeguard fast-growing customer base around the world.,— 4+ years of development experience in Python.,— 4+ years of development experience using backend Java.,— Knowledge of the best way to collect and mirror traffic from various kind of network architecture.,— Practice and good knowledge of Mongo DB.,— Experience with container orchestration technologies (Kubernetes).,— Practice and good knowledge with Micro services architecture.,— Experience with developing large-scale, data-oriented applications.,— AWS and GCP knowledge.,— soft skills: soul player, devoted, responsible, kind.,As a senior developer, you will take a central role in building Wib’s products. You will choose and use cutting edge technologies and methodologies and will have a real impact on the company. You will be involved in every part of our core products’ lifecycle — from defining features together with PM, choosing the right tech stack and architecture to implementing infrastructure and features"
Junior Backend Developer (Intern),Fitsoftware,$400-500,"Категорія: Python,Англійська: Intermediate,Без досвіду","Вакансія опублікована 17 лютого 2023,1447 переглядів,290 відгуків","Junior Backend Developer - Intern (REMOTE),💰 Salary for the internship,🌎 100% remotely,🕒 Flexible working hours,👩🏻‍💻 We don't require any experience!,Are you a very well-organized person and speak English communicatively? You have an excellent opportunity to gain your first professional experience as a programmer. Working on the backend, you will be personally mentored by a senior developer with five years of experience.,- Knowledge of,and,and basics of,- Great organizational skills,- High communicativeness,- Excellent command of English (B2 level minimum),- Availability min. 25 hours a week (possibility of adjusting working hours to classes if needed),,you can be a total freshman, it is important that you like programming,- Understanding of Databases,- Basics of Selenium, Netlify, Scrapy, Gatsby,- Experience with AWS / Google Cloud Platform,- Creating scrapers and API libraries,- Writing scripts to automate other teams’ work,- Salary for the internship (400-500 USD is for the full time position of 40h a week. We are open for part-time engagement also, and so the compensation then will be scaled proportionally.),- Mentoring program,- The possibility of extended cooperation,- Flexible working hours,- Learning programming languages such as Python,- Diversified scope of tasks,- Working with clients from abroad,- A unique opportunity to get to know the startup environment,- A unique opportunity to develop business skills in combination with the technological area on the international market,- Remote work - you can live in Hawaii if you want!"
Junior Python Developer,GoBoutique,,"Категорія: Python,Англійська: Pre-Intermediate,Без досвіду","Вакансія опублікована 17 лютого 2023,1334 перегляди,428 відгуків","We are looking for Junior Python Developer to join our company GoBoutique in Lviv and work on interesting projects from our USA based clients.,Good to have nowledge of: HTML, OOP, Python, CSS, Java Core, REST API, Git, MySQL, Django, IntelliJ IDEA, Linux, SQL, Docker, Redis, JSON,But if you don't have any of the above skill but you have a desire to learn quickly write to me anyway :),We offer:,— Competitive salary,— Annual bonus program,— Paid vacations,If you are interested, please send me your Skype/Telegram contacts and we will discuss.,If you have any questions, let's talk!,Regards,,Olya"
Senior Full Stack Developer (Python/React),Akvelon Tech Ukraine,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 17 лютого 2023,8 переглядів,1 відгук","Akvelon is looking for an experienced Full Stack developer to join our team in an incredible project.,- 4+ years of experience and following tech stack:,- Hands-on business experience with React, JS;,- Hands-on business experience with Python ;,- Knowledge in AWS and K8s;,- Proactive and result-oriented mindset;,- Strong problem-solving skills;,- Upper-intermediate level of English;,- Ability to work effectively under schedule pressure to fix bugs, review code, design, write, test new code, and diagnose production issues,- Experience in Go,- Professional and personal growth.,- Competitive compensation depending on experience and skills.,- Compensation for sick leaves and regular vacations.,- Flexible work hours (8-hour workday), remote."
Middle/Senior Python Developer,Software Rocket,$3000-5000,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 17 лютого 2023,153 перегляди,51 відгук","Required skills:,• Degree or higher in Computer Engineering or similar,• 4+ years of experience in web development using Python/Django/Flask,(preferred) or .NET/C#,• Experienced in HTTP, HTTP2, JavaScript, CSS e REST,• Deep understanding relational databases,• Having the JavaScript and its frameworks (React and Angular) experience is,a plus.,• Experience in native mobile applications (Android and iOS) is valued,What We Offer,- completely remote work;,- a responsible team of senior level specialists driven by the delivering of quality results;,- many projects, which allows you to switch in between in the future to improve your skills;,- sign-in bonus (after probation period);,- referral bonus (after the candidate's trial period);,- paid vacation - 20 working days;,- 10 days of sick leave (with a medical certificate)."
Senior Python Developer,Innovecs,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,17 переглядів,0 відгуків","We are looking for a motivated and experienced Senior Python Developer.,• At least 4 years hands-on experience in Python;,• At least 2 years of experience in guiding and onboarding other engineers;,• Experience in Object-Oriented Design and programming concepts;,• Experience with cloud services (advantage: Azure);,• Attention for details and code efficiency;,• Ability to quickly learn new technologies and adapt to a fast-paced development environment;,• At least an Upper-Intermediate level of English.,• Experience and knowledge with data pipelines (ETL);,• Strong experience with Non-SQL databases;,• Experience with Networking;,• Experience with data analysis, data science, or statistics methods using Python;,• Experience with Elasticsearch, Kibana, ArangoDB, Airflow,• Experience in Agile methodologies;,• Interest in data analytics/cyber security.,• Participate in planning and breaking down business requirements into an actionable sprint plan;,• Participate in system design and help make architectural and technological choices to support quality, performance, and scale goals;,• Mentor other team members, Peer review pull requests and set quality standards, help the team meet its commitments;,• Code new features and fix existing features for product;,• Participate in the entire application lifecycle: from inception to production;,• Write clear and testable code and meet delivery commitments;,• Build complex data pipelines to move and manipulate data from a wide variety of data sources and clouds;,• Learn new technologies and tools Independently and help the team setup and adopt them.,Innovecs is a global digital transformation tech company with presence in the U.S., Europe, UK, Australia, LATAM, and Israel. With 10 years on the market and 850+ team members, we focus on long-term cooperation with our people providing them with the opportunity to learn, grow, develop, and stand out not only in their profession but also outside of it. We are one of the fastest-growing private companies in America by Inc. 5000, and on the list of 100 Best Global Outsourcing Providers by IAOP, have TikTok with over 10m views, and 10+ lifestyle communities by interests. Get on board and unlock your potential with us!,Our client is an up-and-coming post-seed cybersecurity startup, backed by market-leading investors. Our technology predicts, identifies, and prioritizes vulnerabilities found on IoT devices and provides recommendations for managing and mitigating the threat of connected devices.,• Attractive compensation pegged to the U.S. dollar with full benefits package;,• Modern hardware setup;,• Individual development plan, career coaching, and Mentorship Program;,• Investment in your professional growth: workshops, webinars, training platform, and edutainment events;,• Global certification preparation program (AWS, ISTQB, Unity, Scrum, etc.), and comprehensive online courses on Udemy, Educative, Pluralsight, edX;,• Flexible working mode in hybrid teams with high-skilled peers;,• Opportunity to work from home or from anywhere with our Relocation Support Program;,• Open-door culture, simplified processes, transparent communication, and top management at a handshake distance;,• Private health insurance, paid maternity/paternity leave, sick leaves, vacation, and holidays;,• Online workouts with fitness coaches & community enrollment in activities such as esports, yoga, chess, mindfulness, etc.;,• English classes and public speaking club to boost your language and presenting skills;,• Virtual team buildings, social activities and occasional gifts to celebrate Innovecs lifestyle.,Here at Innovecs, we promote equal opportunities and embrace diversity in our teams in terms of work experience, area of expertise, culture, religion, gender, and ethnicity. We are committed to building a tight-knit, team tradition-loving community that represents a variety of backgrounds, perspectives, and skills."
Senior Python Developer,Luxoft,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,11 переглядів,0 відгуків","Applying to the position, you may join one of the most respected and fastest growing institutional investors in the world. Our client is a professional investment management organization that globally invests the funds to ensure long-term sustainability. The company invests in all major asset classes, including public equity, private equity, real estate, infrastructure and fixed-income instruments, and currently has offices in Toronto, London, Hong Kong, New York, São Paulo, Luxembourg and Mumbai.,Client attracts and selects high-caliber individuals from top-tier institutions around the globe. Join our team and look forward to:,• Diverse and inspiring colleagues and approachable leaders,• Stimulating work in a fast-paced, intellectually challenging environment,• Accelerated exposure and responsibility,• Global career development opportunities,• Being motivated every day by important social purpose and unshakable principles,• A deeply rooted culture of Integrity, Partnership and High Performance,If you share a passion for performance, value a collegial and collaborative culture, and approach everything with the highest integrity, here's an opportunity.,Responsibilities:,In this project, you will work on a Total Funds Management platform used for managing overlay risk across the pension's holdings,Manage timelines/deliverables within the team towards the successful delivery of projects. Design software solutions by interacting with portfolio managers, traders, operations staff and peers to understand requirements. Develop solutions that are in line with client's technology biases, deliver efficiency and scalability, and enable new trading activities. Provide knowledge transfer to team members and support staff through application demos, walkthroughs, and documentation. Provide end-user support to ensure minimal disruption to portfolio management and trading activities. Other duties as assigned.,Mandatory Skills Description:,• University degree in Engineering or Computer Science preferred.,• Excellent communication with experiences working with direct users to collect/discuss complex business requirements,• Excellent communication within the development team, ability to highlight risks, delays and proposing efficient solutions,• Experience working in Agile / Scrum teams, experience with Agile development practices,• Python FLASK, Pandas, 5+ years,• Good knowledge in SQL, ability to manipulate data and write complex data queries 2+ years. Experience with AWS Aurora (PostgreSQL) would be a plus,• CI/CD Jenkins, Urban Code 2+ years,Nice-to-Have Skills:,• Experience in Angular JS or similar framework 2+ years,• SQLAlchemy, Pylint, pynose, Gulp 2+ years,• Virtualenv, Anaconda pkgs / pypi 2+ years,• Knowledge in cloud-based and serverless (AWS) stack,• Linux, AWS ECS, AWS Lambda, ECS Fargate"
Senior Python Developer,Luxoft,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,18 переглядів,0 відгуків","Project Description:,Applying to the position, you may join one of the most respected and fastest growing institutional investors in the world. Our client is a professional investment management organization that globally invests the funds to ensure long-term sustainability. The company invests in all major asset classes, including public equity, private equity, real estate, infrastructure and fixed-income instruments, and currently has offices in Toronto, London, Hong Kong, New York, São Paulo, Luxembourg and Mumbai.,Client attracts and selects high-caliber individuals from top-tier institutions around the globe. Join our team and look forward to:,• Diverse and inspiring colleagues and approachable leaders,• Stimulating work in a fast-paced, intellectually challenging environment,• Accelerated exposure and responsibility,• Global career development opportunities,• Being motivated every day by important social purpose and unshakable principles,• A deeply rooted culture of Integrity, Partnership and High Performance,If you share a passion for performance, value a collegial and collaborative culture, and approach everything with the highest integrity, here's an opportunity.,Responsibilities:,In this project, you will work on a Total Funds Management platform used for managing overlay risk across the pension's holdings,Manage timelines/deliverables within the team towards the successful delivery of projects. Design software solutions by interacting with portfolio managers, traders, operations staff and peers to understand requirements. Develop solutions that are in line with client's technology biases, deliver efficiency and scalability, and enable new trading activities. Provide knowledge transfer to team members and support staff through application demos, walkthroughs, and documentation. Provide end-user support to ensure minimal disruption to portfolio management and trading activities. Other duties as assigned.,Mandatory Skills Description:,• University degree in Engineering or Computer Science preferred.,• Excellent communication with experiences working with direct users to collect/discuss complex business requirements,• Excellent communication within the development team, ability to highlight risks, delays and proposing efficient solutions,• Experience working in Agile / Scrum teams, experience with Agile development practices,• Python FLASK, Pandas, 5+ years,• Good knowledge in SQL, ability to manipulate data and write complex data queries 2+ years. Experience with AWS Aurora (PostgreSQL) would be a plus,• CI/CD Jenkins, Urban Code 2+ years,Nice-to-Have Skills:,• Experience in Angular JS or similar framework 2+ years,• SQLAlchemy, Pylint, pynose, Gulp 2+ years,• Virtualenv, Anaconda pkgs / pypi 2+ years,• Knowledge in cloud-based and serverless (AWS) stack,• Linux, AWS ECS, AWS Lambda, ECS Fargate"
"Python developer (middle, senior)",Traffic Squad,$1500-3000,"Категорія: Python,Англійська: Intermediate,3 роки досвіду","Вакансія опублікована 17 лютого 2023,59 переглядів,8 відгуків","Traffic Squad – українська igaming медіабаїнг компанія шукає у свою команду Python developer,-проектування, розробка та підтримка проектів;,-досвід пайтон розробником від 3 років;,-вміння читати чужий код, розбирати, брати активну участь у вирішенні питань, які потребують вдосконалення;,-навички дебагінгу, деплоїнгу та тесту власного коду;,-буде плюсом досвід написання ботів.,• базові знання Linux-систем,• git для управління кодом,• Docker,• AWS,• готовність працювати з системою в режимі експлуатації,• Гарні знання та розуміння принципів веб-безпеки,• Базові знання HTML, CSS, Javascript,• Розуміння принципів SOLID, TDD, SDLC,• Впевнений досвід написання мікросервісів та API,- впевнені знання Python 3, Django, Django Rest Framework, Flask,- розуміння ООП і його реалізація на Python (для чого потрібні інтерфейси і абстрактні класи, як працює поліморфізм),- структури даних: треба знати, чим відрізняється set від list, frozenset від tuple, які у них інтерфейси та гарантії,- ітератори, генератори, generator expressions,впевнені знання БД (PostgreSQL, MySQL, SQLite),- досвід з механізмами кешування (Redis, Memcached, etc),- досвід тестування власного коду: юніт-тести, інтеграційні тести, досвід роботи з будь-яким фреймворком для тестових моків,- Робота з БД:,• Вміння працювати в команді, брифувати і ставити завдання,• Тайм-менеджмент: чіткі рамки виконання,• Хороші комунікативні навички,• Вміння виконувати роботу «під ключ»"
Senior Python Developer,Innovecs,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 17 лютого 2023,45 переглядів,1 відгук","We are looking for a motivated and experienced Senior Python Developer.,• At least 4 years hands-on experience in Python;,• At least 2 years of experience in guiding and onboarding other engineers;,• Experience in Object-Oriented Design and programming concepts;,• Experience with cloud services (advantage: Azure);,• Attention for details and code efficiency;,• Ability to quickly learn new technologies and adapt to a fast-paced development environment;,• At least an Upper-Intermediate level of English.,Nice to have:,• Experience and knowledge with data pipelines (ETL);,• Strong experience with Non-SQL databases;,• Experience with Networking;,• Experience with data analysis, data science, or statistics methods using Python;,• Experience with Elasticsearch, Kibana, ArangoDB, Airflow,• Experience in Agile methodologies;,• Interest in data analytics/cyber security.,• Participate in planning and breaking down business requirements into an actionable sprint plan;,• Participate in system design and help make architectural and technological choices to support quality, performance, and scale goals;,• Mentor other team members, Peer review pull requests and set quality standards, help the team meet its commitments;,• Code new features and fix existing features for product;,• Participate in the entire application lifecycle: from inception to production;,• Write clear and testable code and meet delivery commitments;,• Build complex data pipelines to move and manipulate data from a wide variety of data sources and clouds;,• Learn new technologies and tools Independently and help the team setup and adopt them.,Innovecs is a global digital transformation tech company with presence in the U.S., Europe, UK, Australia, LATAM, and Israel. With 10 years on the market and 850+ team members, we focus on long-term cooperation with our people providing them with the opportunity to learn, grow, develop, and stand out not only in their profession but also outside of it. We are one of the fastest-growing private companies in America by Inc. 5000, and on the list of 100 Best Global Outsourcing Providers by IAOP, have TikTok with over 10m views, and 10+ lifestyle communities by interests. Get on board and unlock your potential with us!,Our client is an up-and-coming post-seed cybersecurity startup, backed by market-leading investors. Our technology predicts, identifies, and prioritizes vulnerabilities found on IoT devices and provides recommendations for managing and mitigating the threat of connected devices.,• Attractive compensation pegged to the U.S. dollar with full benefits package;,• Modern hardware setup;,• Individual development plan, career coaching, and Mentorship Program;,• Investment in your professional growth: workshops, webinars, training platform, and edutainment events;,• Global certification preparation program (AWS, ISTQB, Unity, Scrum, etc.), and comprehensive online courses on Udemy, Educative, Pluralsight, edX;,• Flexible working mode in hybrid teams with high-skilled peers;,• Opportunity to work from home or from anywhere with our Relocation Support Program;,• Open-door culture, simplified processes, transparent communication, and top management at a handshake distance;,• Private health insurance, paid maternity/paternity leave, sick leaves, vacation, and holidays;,• Online workouts with fitness coaches & community enrollment in activities such as esports, yoga, chess, mindfulness, etc.;,• English classes and public speaking club to boost your language and presenting skills;,• Virtual team buildings, social activities and occasional gifts to celebrate Innovecs lifestyle.,Here at Innovecs, we promote equal opportunities and embrace diversity in our teams in terms of work experience, area of expertise, culture, religion, gender, and ethnicity. We are committed to building a tight-knit, team tradition-loving community that represents a variety of backgrounds, perspectives, and skills."
Senior Python developer,Luxoft,,"Категорія: Python,Англійська: Intermediate,5 років досвіду","Вакансія опублікована 17 лютого 2023,8 переглядів,0 відгуків","We are looking for engineers to join the G10 Rates Risk Technology Team that is developing real time risk system. The application serves a wide variety of stakeholders such as Traders, Risk Managers and Financial Controllers and its mission is to provide accurate and timely valuations of trades and their sensitivity to market factors. The types of project undertaken by the team ranges from architecture decisions, regulatory driven, business process automation, intraday risk, to large scale risk and valuation impacting changes. This is a challenging and exciting opportunity to work within G10 Rates Risk Technology, cooperating with multiple trading desks, market risk managers and financial controllers to develop this strategically important platform.,Responsibilities:,- Develop Python toolsets that will help to validate batch performance problems and build possible optimization approaches,- Liaise with Bank internal development teams based mainly in Poland to drive towards a world class risk application,- Deliver on time regulatory commitments,- Be proactive and ensure the software developed by the Team remains compliant with prescribed best practices,- Properly document work,Mandatory Skills Description:,- 4+ years of experience in any IT-related position and at least 2+ years in Python,- Expertise in at least one popular Python framework (like Django, Flask or Pyramid),Nice-to-Have Skills:,- Knowledge of financial derivatives pricing and risk,- Templating, Pandas, Numpy,- Experience of working with commercial or in-house quant pricing libraries,- C# or Java knowledge,Languages:,English: B1 Intermediate"
Full Stack Python Developer,Akvelon,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 16 лютого 2023,13 переглядів,0 відгуків","🔸 4+ years of experience in Front-End, Full Stack is preferable,TypeScript,React,Redux,🔸BE part:,Python + willing to learn Golang.,🔸Excellent communication skills. You must be able to collaborate effectively with teams in a fully remote environment and discuss complex topics with technical and non-technical audiences.,🔸Able to work effectively under schedule pressure to fix bugs, review code, design, write, test new code, and diagnose production issues.,🔸Excellent communication skills. Candidate must be able to speak fluently to:,! understand the task and ask questions if necessary;,! discuss and defend implemented solution/chosen approach if necessary on tech disputes;,! communicate immediately when stuck, be able to explain the problem and stick with the suggested solution.,🔸Exceptional discipline and ability to stick with the team’s internal process/rules, especially regarding:,- Participating in scheduled standups;,- Timely providing updates, no misreporting is acceptable;,- Providing a visibility of the progress;,- Quick and clear responses on questions asked by the team on PRs.,🔸Build new features and products into the web app;,🔸Own engineering projects from design to implementation to deployment and maintenance;,🔸Solve complex backend challenges around performance and code reusability while continuously improving code quality.,🔸solid experience as a Full Stack Engineer;,🔸experience with Go;,🔸GraphQL.,Overlap at least till 2 PM Dublin"
Senior Python Engineer,Let's Enhance,,"Категорія: Python,Англійська: Upper-Intermediate,5 років досвіду","Вакансія опублікована 16 лютого 2023,30 переглядів,8 відгуків","Reinforcing our team, we are currently looking for the,. The integration squad is building all our image processing pipelines, public APIs and related SDKs, and also helps to integrate larger enterprise customers.,• Design, build and support backend services for our API products, prepare documentation and SDKs which make developers happy.,• Developing fast and reliable image processing pipelines in collaboration with ML engineers.,• Analyze and optimize performance of ML inference via different hardware and software accelerators.,• Deploy this in the cloud using Kubernetes.,• Occasionally help some of our amazing B2B customers with integration.,• Startup mentality, GSD (Get S '' t Done) attitude, constant learning and ambition to grow. Good communication skills.,• Sense of “good enough” solutions for specific problems, when to take shortcuts and when it’s better not. Intuitive understanding of “simple” vs. ""easy"".,• Understanding of compute-bound vs IO-bound load, and how to handle them in production.,• Experience building web services in one of the major server-side languages. We run on Python, Flask, fastapi and asyncio stack.,• Experience with RDBMS (PostgreSQL).,• Understanding of modern development practices: CI/CD, cloud computing, IaC.,• Hands-on experience with deploying trained ML models to production.,• Experience with time-series databases (Clickhouse or others).,• Formal CS/math/physics background.,⭐️ Attractive salary + equity (employee stock options).,⭐️ Working shoulder to shoulder with founders.,⭐️ An environment without bureaucracy, and a culture where your voice is highly valued.,⭐️ An international and diverse team.,⭐️ Ability to work from anywhere in the world.,⭐️ Unlimited vacation and sick days.,⭐️ Access to some of the top-notch tech people around the world through our network.,We appreciate talents, no matter who you are, where you come from, and which picture you choose for the meeting's background.,If you feel that it’s something compelling to you, we would like to hear from you. Don't hesitate to join our journey!,Full-time independent contractor for an indefinite period.,• 45-min call with our HR Manager,• Technical interview with our Team Lead,• Technical interview with interactive hands-on assignment ✅,• CTO interview,• Offer🎉,*Looking forward to getting to know you!*"
Middle+/Senior Python developer (with AWS/Azure/Google Cloud certificate),Soft Industry Alliance Ltd,,"Категорія: Python,Англійська: Upper-Intermediate,3 роки досвіду","Вакансія опублікована 16 лютого 2023,63 перегляди,9 відгуків","Looking for a,for a long-term cooperation.,Project: smart city,Team: 10+,Time zone: Europe,Remote, full time,Python (our main programming language), Kafka, AWS,1. AWS/Azure/Google Cloud certificate - must have!!!,2. Experience with Lambdas (where most of our code sits),3. Experience with Terraform (where all our configuration sits),4. Experience with Redshift / DynamoDB / Athena / S3(Data-lake) (where all our data sits),5. Experience with SQS / SNS / API-GW (how we are communicating inside platform),6. Experience with Amazon Kinesis / Glue / Spark (how we are transforming incoming data),- Cognito,- Quicksight,- PowerBI,- React(for frontend app),- Kibana stack,- CircleCI,- Redis,We are looking for engineers, who are willing to experiment, learn new skills and new ways of approaching interesting and complex tasks.,- who are keen express themselves, even if it might not be a popular opinion;,- who are enthusiastic about saving natural resources from depletion by helping us with our mission;,- who are willing to work at a large-scale project with quite big range of functionality;,- who puts team effort higher than personal gain;,- and who values quality over quantity."
